sitename,site_id,building_name,building_id,nla,building_address,post_code,sector,num_lifts,year_built,num_rooms,num_beds
Demo_Anzac House,462,ANZAC House,18802,0,28 St Georges Tce- Perth WA,6000,retail/commercial,,1976,,
Demo_Ashburner Francis,495,Test Building 1,20631,0,,,,,,,
Demo_Blackburne,602,1050 Hay Street Perth,23579,2192,1050 Hay Street- West Perth WA,6005,commercial,,,,
Demo_Blackburne,602,Aria Luxury Apartments,23578,0,Cnr Alfred Rd & Milyarn Rise- Swanbourne WA,6010,residential,,2016,,
Demo_Burswood Residential Towers,168,Allegro Tower,10490,0,19 The Circus Burswood WA,6100,residential,,,,
Demo_Burswood Residential Towers,168,Aqua Tower,10481,0,26 The Circus Burswood WA,6100,residential,,,,
Demo_Catholic Care,501,Bethlehem House,21025,0,30 Montgomery Street Kogarah NSW,2217,aged care,,,,
Demo_Catholic Care,501,St Francis Aged Care Orange,21026,0,85-89 Clinton Street Orange NSW,2800,aged care,,,,
Demo_Churchill Knight: 1260 Hay Street,331,1260 Hay Street -Wilson Carpark ,15938,0,1260 Hay Street- West Perth WA,6005,carpark,0,,,
Demo_Churchill Knight: 1260 Hay Street,331,1260 Hay Street Office Tower,14284,5830,1260 Hay Street- West Perth WA,6005,commercial,3,,,
Demo_Claremont Hotel,554,Claremont Hotel,22117,0,1 Bayview Terrace- Claremont WA,6010,hospitality,,,,
Demo_Company Demo,474,43 Bridge Street,21558,10600,,,,,,,
Demo_Company Demo,474,61 Goulburn St,22024,0,61 Goulburn St- Sydney NSW,2000,commercial,,,,
Demo_Company Demo,474,Core Vision Perth,21172,0,3/1 Sheen St- Subiaco WA 6008,6008,resid/commercial,,,,
Demo_Company Demo,474,Core Vision Sydney,21173,0,Level 10 46 Market St- Sydney NSW,2000,commercial,,,,
Demo_Company Demo,474,PHC-Head Office,23341,5000,L6- 203 Pacific Highway St Leonards NSW,2065,commercial,,,,
Demo_Company Demo,474,PHC-Medical & Dental Centre Blacktown,23342,1500,67 Rickard Road- Bankstown NSW,2200,health care,,,,
Demo_Condor Apartments,242,Condor Apartments,11147,0,22 St Georges Tce- Perth WA,6000,residential,3,2008,,
Demo_Curtin University,288,Academic Neighbourhood (or whole of site),20665,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Building 002 - Early Childhood Centre,20669,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Building 101 - Central Administration,12320,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Building 201 - Architecture,12315,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Building 202 - Art,12317,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Building 204 - Science and Engineering,12330,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Building 402,12318,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Carpark B12,12322,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Carpark D3,12321,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Education,12314,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Engineering Operations,20666,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Engineering Operations,20667,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Engineering Operations,20668,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Guild,12326,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Infrastructure,20670,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,John Curtin Building,12325,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Main Cafeteria,12324,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Parking Security Centre,12329,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Psychology,12316,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,TL Toberston Library,12323,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Curtin University,288,Vickery House,12319,0,Kent Street- Bentley WA,6102,education,,,,
Demo_Elevator Direction,373,150 St Georges Terrace,21559,8688,150 St Georges Terrace- Perth WA,6000,commercial,6,1979,,
Demo_Elevator Direction,373,Central Park,21560,2381,152-158 St Georges Tce- Perth WA,6000,commercial,,1987,,
Demo_Elevator Direction,373,Central Park,21561,0,152-158 St Georges Tce- Perth WA,6000,commercial,,1987,,
Demo_Elevator Direction,373,Head Office,21551,0,152-158 St Georges Tce- Perth WA,6000,commercial,,1987,,
Demo_Empire Bar,345,Empire Bar,15668,0,220 Great Eastern Hwy- Lathlain WA,6103,bar,,,,
Demo_Executive Compass,564,Embleton Golf Complex,22516,0,McGregor Street- Embleton WA,6062,sport,0,,,
Demo_Executive Compass,564,Fremantle Sailing Club,22517,0,151 Marine Terrace- Fremantle WA,6162,retail,0,,,
Demo_FJM Group,550,338 Barker Road ,22102,0,338 Barker Road- Subiaco WA,6008,commercial,,,,
Demo_FJM Group,550,56 William Street,22101,1800,56 William Street- Perth WA,6000,commercial,2,1933/ref. 2008,,
Demo_FJM Group,550,Asado Restaurant,22103,0,34 St Quentin Avenue- Claremont WA,6010,restaurant,,,,
Demo_FJM Group,550,Bayview Terrace Shops,22104,0,46-50 Bayview Terrace- Claremont WA,6010,retail,,,,
Demo_FJM Group,550,Claremont Corner Shops,22105,0,Shop 1-8- Crn Bayview Terrace & St Quentin's Ave- Claremont  WA,6010,retail,,,,
Demo_FJM Group,550,Leederville Corner Shops,22106,0,741-749 Newcastle Street & 112-124 Oxford Street WA,6007,retail,,,,
Demo_FJM Group,550,Rogerson Building,22107,0,1 Rokeby Road- Subiaco WA,6008,commercial,,,,
Demo_GCo Electrical,607,Mumbida Wind Farm,23697,0,500 Connolly Rd- Burma Road WA,6532,industrial,,,,
Demo_GCo Electrical,607,Roy Hill Power Station,23698,0,Newman WA,6753,industrial,,,,
Demo_Haddon Place,271,Haddon,11738,0,,,,,,,
Demo_Hyatt Regency Perth,390,Hyatt Regency Perth,17286,0,99 Adelaide Tce- Perth WA,6000,hospitality,5,1988,,
Demo_London Gateway,515,Logistics Centre,21252,0,No.1 London Gateway- Stanford-le-Hope SS17 9DY- United Kingdom,,logistics,,,,
Demo_London Gateway,515,London Gateway Port,21253,0,No.1 London Gateway- Stanford-le-Hope SS17 9DY- United Kingdom,,logistics,,,,
Demo_London Gateway,515,Plot 1060,21254,0,No.1 London Gateway- Stanford-le-Hope SS17 9DY- United Kingdom,,logistics,,,,
Demo_Mercy Care,312,124 Salvado Road ,18077,195,124 Salvado Road- Wembley WA,6014,aged care,,,,
Demo_Mercy Care,312,MercyCare Wembley,18076,195,124 Salvado Road- Wembley WA,6014,aged care,,,,
Demo_Murdoch College,367,Murdoch College,15917,0,One South Street- Murdoch WA,6150,education,,,,
Demo_Next Hotels,558,Next Hotel Brisbane,22127,0,72 Queen Street- Brisbane Queensland QLD,4000,hospitality,,,304,
Demo_NextDC,412,M1 Data Centre Melbourne,17759,0,826 Lorrimer Street- Port Melbourne VIC,3207,commercial,,,,
Demo_NextDC,412,P1Perth,17758,2800,4 Millrose Dr- Malaga WA,6090,commercial,,2012,,
Demo_Norco,496,Registered Office,20716,0,,,,,,,
Demo_Norfolk Hotel,520,Norfolk Hotel,21415,0,47 South Terrace- Fremantle WA,6160,hospitality,,,,
Demo_NZES,463,Test Building,19805,0,,,,,,,
Demo_Oceanique,401,Building A,17687,0,,,,,,,
Demo_Panorama Apartments,366,Panorama Apartments,21359,0,,,hospitality,,,,
Demo_Pier 21,410,Pier 21 Hotel,21259,0,7-9 John Street- North Fremantle WA,6159,hospitality,,,,
Demo_Primewest - 1 Forrest Place,461,1 Forrest Place,18796,6543,1 Forrest Place- Perth WA,6000,commercial,,,,
Demo_Primewest - HFM,305,53 Ord Street,12642,6864,53 Ord Street- West Perth WA,6005,commercial,3,2002,,
Demo_Primewest - HFM,305,Australia Place,12643,15626,15-17 William Street- Perth WA,6000,commercial,6,1983,,
Demo_Primewest - HFM,305,Cottesloe Central,12644,12402,460 Stirling Hwy- Peppermint Grove WA,6011,retail shopping centre,,,,
Demo_Primewest - HFM,305,IBM Centre,12641,9484,1060 Hay Street- West Perth WA,6005,commercial,2,2001,,
Demo_Primewest - HFM,305,Northlands,13012,8258,17 Paghan Rd- Balcatta WA,6021,retail shopping centre,,,,
Demo_Primewest - HFM,305,Primewest Osborne Park,13006,18208,381 Scarborough Beach Road- Osborne Par WA,6017,commercial,,,,
Demo_Primewest - HFM,305,Test Building 1,12639,0,,,commercial,,,,
Demo_Service Provider,500,111 Charters Towers Road,23327,25000,111 Charters Towers Rd- Hyde Park QLD,4812,commercial,,,,
Demo_Service Provider,500,Baker - RESTAURANT,23768,400,1-3/15 Tribune St- South Brisbane QLD,4101,restaurant,,,,
Demo_Service Provider,500,Baker - WAREHOUSE,23769,3000,111 Eagle Street- Brisbane QLD,4000,warehouse,,,,
Demo_Service Provider,500,Coles Melbourne Central,20768,0,211 Latrobe St- Melbourne Central VIC,3000,retail shopping centre,,,,
Demo_Service Provider,500,Elan Property Group - Retail 1,23777,15000,Retail 1 | 850 Collins Street- Docklands VIC,3008,retail shopping centre,,,,
Demo_Service Provider,500,EVT Events Cinema George Street,23357,1500,505/525 George St- Sydney NSW,2000,commercial,,,,
Demo_Service Provider,500,EVT QT Hotel,23356,2000,49 Market St- Sydney NW,2000,hospitality,,,,
Demo_Service Provider,500,Fairfield Precinct,23325,150000,12-18 Village Drive- Fairfield QLD,4811,retail/commercial,,,,
Demo_Service Provider,500,MIP - Hippo Creek Restaurant,23776,2500,58 Southside Dr- Hillarys WA,6025,restaurant,,,,
Demo_Service Provider,500,MIP - The Boulevard Hotel,23775,10000,Cnr The Boulevard & Howtree Place- Floreat WA,6014,restaurant,,,,
Demo_Service Provider,500,PROG - Department of Finance,23779,5430,Department of Finance- William Street- Perth WA,6000,commercial,,,,
Demo_Service Provider,500,PROG - Water Corp,23780,2500,Water Corp.- 629 Newcastle Street- Leederville WA,6007,commercial,,,,
Demo_Service Provider,500,Rasmussen Mechanical,23326,300,Shop 2 / 1231 Riverway Drive Rasmussen QLD,4815,mechanical services,,,,
Demo_Service Provider,500,West End Office Park,23649,8806,254 Hall Street Centurion 157 South Africa,,,,,,
Demo_Service Provider,500,Woolworths Central Pier,20767,0,,,,,,,
Demo_Spudshed,204,Baldivis Spudshed,20056,0,124 Kerosene Ln- Baldivis WA,6171,retail,,,,
Demo_Spudshed,204,Innaloo Spudshed,20049,0,37 Ellen Stirling Blvd- Innaloo WA,6018,retail,,,,
Demo_Spudshed,204,Jandakot Liquor Shed,20053,5400,630 Karel Avenue- Jandakot WA,6164,retail,,,,
Demo_Spudshed,204,Jandakot Spudshed,20051,6000,630 Karel Avenue- Jandakot WA,6164,commercial- retail,,,,
Demo_Spudshed,204,Jandakot The Mad Butcher,20055,0,630 Karel Avenue- Jandakot WA,6164,retail,,,,
Demo_Spudshed,204,Kelmscott Spudshed,18435,0,2853 Albany Hwy- Kelmscott WA,6111,retail,,,,
Demo_Spudshed,204,Mandurah Spudshed,20058,0,Cnr Pinjarra & Ronlyn Roads- Furnissdale WA,6209,retail,,,,
Demo_Spudshed,204,O'Connor Distribution,20062,0,O'Connor WA,6163,retail,,,,
Demo_Spudshed,204,Wangara Spudshed,20060,0,37-39 Prindiville Drive- Wangara WA,6065,retail,,,,
Demo_The Esplanade Port Hedland,364,The Esplanade Hotel - Port Hedland,21360,0,2-4 Anderson Street- Port Hedland WA,6721,hospitality,,,108,
Demo_Toga Hotels,404,Adina Hotel,19841,0,33 Mounts Bay Rd- Perth WA,6000,hospitality,,,138,
Demo_Travelodge Hotels,197,Test 2,20009,0,,,,,,,
Demo_Travelodge Hotels,197,Test 2,20010,0,,,,,,,
Demo_Travelodge Hotels,197,Travelodge Wynyard,10544,0,7-9 York Street- Sydney NSW,2000,hospitality,,,283,
Demo_WACA,563,Players Pavillion,22521,0,WACA Ground- Nelson Crescent WA,6004,commercial,,,,
Demo_WACA,563,Prindiville Stand,22518,0,Nelson Crescent East Perth WA,6004,commercial,,,,
Demo_WACA,563,The WACA Ground,22519,0,Cnr Hay & Braithwaite St East Perth WA,6004,sports ground,,,,
Demo_WACA,563,WACA Museum,22520,0,cnr of Hale Street and Nelson Crescent WA,6004,commercial,,,,
Demo_Waldorf Geraldton,543,Waldorf Geraldton,22038,0,298 Chapman Road- Geraldton WA,6530,hospitality,,,81,
Demo_Waldorf Stadium Apartments Auckland ,488,Waldorf Stadium Apartment Hotel,20539,0,40 Beach Rd- Auckland- NZ,1010,hospitality,,,164,
1 Adelaide Terrace,379,1 Adelaide Terrace- Perth,19804,19967,1 Adelaide Terrace- Perth WA,6000,commercial,5,,,
1 Bompas Road,484,1 Bompas Road,20460,5767,1 Bompas Road- Randburg South Africa 2196,,,,,,
1 Forrest Place,403,1 Forrest Place,17704,0,1 Forrest Place- Perth WA,6000,commercial,,,,
1 O`Connell Street,115,1 O'Connell Street,3506,0,,,,,,,
1 Parliament Place,369,1 Parliament Place,13089,0,1 Parliament Place- West Perth WA,6005,commercial,,,,
10 Bloomsbury Way,499,10 Bloomsbury Way,20727,0,,,,,,,
10-12 Mort Street,382,10 Mort Street,17179,0,,,,,,,
10-12 Mort Street,382,12 Mort Street,17180,0,,,,,,,
101 Miller Street,314,101 Miller Street,12894,0,,,,,,,
11 Eton Road,521,11 Eton Road,21312,0,,,,,,,
111 St Georges Terrace,144,111 St Georges Tce,7074,18795,111 St Georges Tce- Perth WA,6000,commercial,6,1975,,
1110 Hay St- West Perth,383,1110 Hay St,17186,4434,1110 Hay St- West Perth WA,6005,commercial,1,,,
12-14 Little Ryrie Street- Geelong,392,12-14 Little Ryrie Street- Geelong,17328,6305,12-14 Little Ryrie Street- Geelong VIC,3220,commercial,,,,
120 Collins Tenant Services,112,120 Collins,3431,0,,,,,,,
130 Fauntleroy Avenue Redcliffe,370,All Buildings & Grds - Un-assigned Exp,18283,0,130 Fauntleroy Avenue- Redcliffe WA,6104,commercial,,,,
130 Fauntleroy Avenue Redcliffe,370,Office 1 - Irene Dean,16007,0,130 Fauntleroy Avenue- Redcliffe WA,6104,commercial,,,,
130 Fauntleroy Avenue Redcliffe,370,Office 2,17174,0,130 Fauntleroy Avenue- Redcliffe WA,6104,commercial,,,,
130 Fauntleroy Avenue Redcliffe,370,warehouse 1-recall,18170,0,130 Fauntleroy Avenue- Redcliffe WA,6104,warehouse,,,,
130 Fauntleroy Avenue Redcliffe,370,warehouse 2 - Austmail,18171,0,130 Fauntleroy Avenue- Redcliffe WA,6104,warehouse,,,,
135 Daisy St,606,Daisy St Office Park,23664,5225,135 Daisy Street Johannesburg Gauteng 2196,,,,,,
140 St Georges Terrace,26,140 St Georges Terrace,28,40000,140 St Georges Terrace- Perth WA,6000,commercial,14,1970,,
140 William Street- Melbourne,62,140 William Street,576,0,140 William Street- Melbourne VIC,3004,commercial,,,,
142 St Georges Terrace,258,142 St Georges,11386,0,,,,,,,
151 Royal Street,148,151 Royal Street,7269,25975,151 Royal Street- East Perth WA,6004,,,,,
152 Fitzgerald,545,152 Fitzgerald Street- Perth,22044,1411,152 Fitzgerald Street- Perth WA,6000,residential,,2014,,
16 Fricker Road,517,16 Fricker,21270,3550,16 Fricker Road- Perth Airport WA,6105,commercial,,,,
160 Central,81,160 Central,1954,0,,,,,,,
171 Collins Helpdesk,346,171 Collins Street- MELBOURNE (171 Collins Street),15670,33132,171 Collins Street- Melbourne VIC,3000,commercial,,,,
172 St Georges Terrace,153,172 St Georges Terrace- Perth,7562,6295,172 St Georges Terrace- Perth WA 6000,6000,commercial,3,1973,,
175 Liverpool Street,223,175 Liverpool Street,10912,0,,,,,,,
179 St Georges Terrace,65,179 St Georges Terrace- Perth,581,4390,179 St Georges Terrace- Perth WA,6000,commercial,3,1984,,
182 St Georges Terrace,129,182 St Georges Terrace,5196,12000,182 St Georges Terrace- Perth WA,6000,commercial,3,1952,,
189 Royal Street,147,189 Royal Street,7268,0,189 Royal Street- East Perth WA,6004,commercial,,,,
19-23 Albatross,339,22 Albatross,14656,0,,,,,,,
20 Allara Street,249,20 Allara Street,11346,0,,,,,,,
20 Martin Place,533,20 Martin Place,21434,19000,,,,,,,
235 St Georges Terrace,126,235 St Georges Terrace,5193,18000,235 St Georges Terrace- Perth WA,6000,commercial,,2008,,
235 St Georges Terrace,126,Bishops House ,10510,0,235 St Georges Terrace- Perth WA,6000,commercial,,2008,,
235 St Georges Terrace,126,St Georges House ,10511,0,235 St Georges Terrace- Perth WA,6000,commercial,,2008,,
242 Hoppers Lane Werribee,393,WPMC [Green Building] - 242 Hoppers Lane- Werribee,17329,4169,242 Hoppers Lane- Werribee VIC,3030,medical,,,,
242A Hoppers Lane Werribee,400,Wyndham Clinic Private Hospital [Blue Building] - 242A Hoppers Lane- Werribee,17534,4169,242 Hoppers Lane- Werribee VIC,3030,medical,,,,
251 St Georges Terrace,409,251 St Georges Terrace,17713,9800,251 St Georges Terrace- Perth WA,6000,commercial,3,1983,,
255 St Georges Terrace,408,255 St Georges Terrace,17712,590,255 St Georges Terrace- Perth WA,6000,commercial,0,1987,,
256 Adelaide Terrace,469,256 Adelaide Terrace- Perth,18341,17728,256 Adelaide Terrace- Perth WA,6000,commercial,6,1973,,
267 St Georges Terrace,407,267 St Georges,17709,3484,267 St Georges Terrace- Perth WA,6000,commercial,2,1982,,
29 Christie Street,456,29 Christie Street,18700,0,,,,,,,
29 Hood Street,130,29 Hood Street,5217,0,,,,,,,
29 Hood Street,130,Car Park,21288,0,,,,,,,
30 Daly,340,30 Daly,14657,0,,,,,,,
307 Queen Street,416,307 Queen Street,17787,0,,,,,,,
333 Ann Street,362,333 Ann Street,15890,0,,,,,,,
37 Lemnos Street,72,37 Lemnos Street,1147,0,,,,,,,
40 Portman Square,444,40 Portman Square,18350,0,,,,,,,
400 George,152,400 George Street,7527,43000,,,,,,,
420 George Street- Sydney,191,420 George Street,10489,37688,,,,,,,
432 Murray Street,389,432 Murray Street- PERTH,17284,4780,432 Murray Street- Perth WA,6000,commercial,2,,,
456 St Georges Terrace,24,TOWER 1,93,0,,,,,,,
456 St Georges Terrace,24,TOWER 2,2088,0,,,,,,,
460 Lonsdale Street,86,460 Lonsdale Street,1990,0,,,,,,,
485 La Trobe Street,177,North Tower,20573,33639,485 La Trobe Street- Melbourne VIC,3000,commercial,,,,
485 La Trobe Street,177,South Tower,9927,11433,485 La Trobe Street- Melbourne VIC,3000,commercial,,,,
5 Murray Rose Avenue,313,5 Murray Rose Avenue,12834,0,,,,,,,
50 Bridge Street,252,50 Bridge Street,11359,0,,,,,,,
50 Lonsdale,116,50 Lonsdale,3679,0,,,,,,,
530 Collins,175,530 Collins Tower,9834,48224,,,,,,,
545 Queen Street,104,545 Queen Street,2656,13422,,,,,,,
56 Ord Street,87,56 Ord Street- West Perth,2029,3770,56 Ord Street- West Perth WA,6005,commercial,2,2008,,
565 Hay Street,492,565 Hay Street,20583,7900,565 Hay Street- Perth WA,6000,commercial,,1970,,
572 Swan Street,387,Building 1,17237,0,,,,,,,
572 Swan Street,387,Building 2,17238,0,,,,,,,
572 Swan Street,387,Building 3,17239,0,,,,,,,
576 Marmion Street,307,576 Marmion Street- Booragoon,12785,7645,576 Marmion Street- Booragoon WA,6154,commercial,,,,
60 Albert Road,50,60 Albert Road,100,0,,,,,,,
60 Margaret Street,97,60 Margaret Street,2099,40789,,,,,,,
60 Margaret Street,97,MetCentre,19908,7037,,,,,,,
61 Aldwych,537,61 Aldwych,21503,16908,,,,,,,
616 St Kilda Road,29,616 St Kilda,35,0,,,,,,,
66 Eagle Street,135,66 Eagle Street,5438,32147,,,,,,,
68 Milligan Street,36,68 Milligan Street- Perth,42,1942,68 Milligan Street- Perth WA,6000,commercial,1,1988,,
700 Bourke Street,358,700 Bourke Street,15792,63000,,,,,,,
71 Page Street*,471,71 Page Street,20186,0,71 Page Street- London- UK,,,,,,
71 Page Street*,471,Grant Thornton House,21310,0,215 Lambton Quay- Wellington- New Zealand,,,,,,
717 Bourke Street,208,717 Bourke Street,10746,0,717 Bourke Street- Docklands VIC,3000,commercial,,,,
750 Collins Street,529,750 Collins Street- Docklands,21393,40741,750 Collins Street- Docklands VIC,3000,commercial,,,,
8 Colin Street,60,8 Colin Street,550,1078,8 Colin Street- West Perth WA,6005,commercial,1,,,
800 Bourke Street,181,NAB Docklands (800-808 Bourke Street),10452,25300,800-808 Bourke Street- Docklands VIC,3008,commercial,,2003,,
800 Collins Street,216,800 Collins Street,10842,28620,800 Collins Street- Melbourne VIC,3000,commercial,,,,
818 Whitehorse Road  ,347,818 Whitehorse Road,15690,0,,,,,,,
90 Long Acre,423,90 Long Acre,17964,0,,,,,,,
99 Macquarie Street,124,99 Macquarie St ,5126,0,,,,,,,
99 St Georges Terrace,137,99 St Georges Terrace- Perth,3065,6161,99 St Georges Terrace- Perth WA,6000,commercial,,,,
Aarons Hotel Sydney,162,Aarons Hotel Sydney,8141,0,37 Ultimo Rd- Sydney NSW,2000,hospitality,,,93,
Ad Outpost,497,Ad Outpost,20680,0,,,,,,,
Adagio Strata,356,Adagio Low Rise 1- 90 Terrace Road- East Perth,15768,0,Adagio Low Rise 1- 90 Terrace Road- East Perth WA,6004,residential,,2013,,
Adagio Strata,356,Adagio Low Rise 2- 90 Terrace Road- East Perth,15767,0,Adagio Low Rise 2- 90 Terrace Road- East Perth WA,6004,residential,,2013,,
Adagio Strata,356,Adagio Tower- 90 Terrace Road- East Perth,15760,0,Adagio Tower- 90 Terrace Road- East Perth,6004,residential,,2013,,
Alan Woods Building,250,Alan Woods Building,11347,0,,,,,,,
Albert Facey House,149,Albert Facey House,7270,6329,,,,,,,
Alex Hotel,523,Alex Hotel,21322,0,50 James St- Perth WA,6000,hospitality,,,,
All Suites Perth,317,All Suites Perth,12935,0,12 Victoria Ave- Perth,6000,hospitality,,,,
Allity Assist,524,Allity Services Adelaide,23758,0,Somerton Park- SA,,aged care,,,,
Allity Assist,524,Allity Services Sydney,23757,0,,,aged care,,,,
Allity Assist,524,Allity Services Victoria,23759,0,,,aged care,,,,
Allity Assist,524,Avonlea,23737,0,3-7 Patty Street- Mentone VIC,3194,aged care,,,,
Allity Assist,524,Bass Hill,23710,0,119 Robertson Road- Bass Hill NSW,2197,aged care,,,,
Allity Assist,524,Bayside (NSW),23711,0,136 Marconi Road- Bonnells Bay NSW,2264,aged care,,,,
Allity Assist,524,Bayside (VIC),23738,0,5 McDonald Street- Mordialloc VIC,3195,aged care,,,,
Allity Assist,524,Beechwood,23713,0,3 - 17 Albert Street- Revesby NSW,2212,aged care,,,,
Allity Assist,524,Brentwood,23712,0,28 Glebe Street- Parramatta NSW,2150,aged care,,,,
Allity Assist,524,Building 1 (Test Environment),21411,0,,,aged care,,,,
Allity Assist,524,Building 2 (Test Environment),21412,0,,,aged care,,,,
Allity Assist,524,Calare,23714,0,124 March Street- Orange NSW,2800,aged care,,,,
Allity Assist,524,Camberwell Aged Care,23739,0,12-14 Hunter Road- Camberwell VIC,3124,aged care,,,,
Allity Assist,524,Cameron Memorial,23660,0,Fifth St Parkdale,3195,aged care,,,,
Allity Assist,524,Carinya,23725,0,39 Fisher Street-  Myrtle Bank SA,5064,aged care,,,,
Allity Assist,524,Charles Young,23726,0,53 Austral Terrace- Morphettville SA,5043,aged care,,,,
Allity Assist,524,Claremont Aged Care,23740,0,231  McKinnon Road- McKinnon VIC,3204,aged care,,,,
Allity Assist,524,Coastal Waters,23760,0,,,aged care,,,,
Allity Assist,524,Food Services,23736,0,358 Findon Road- Kidman Park SA,5025,aged care,,,,
Allity Assist,524,Glendale,23741,0,265 Heaths Road- Werribee VIC,3030,aged care,,,,
Allity Assist,524,Gosling Creek,23715,0,1501-1503 Forest Road- Orange NSW,2800,aged care,,,,
Allity Assist,524,Greenview,23742,0,33-37 Mitchham Road- Donvale VIC,3111,aged care,,,,
Allity Assist,524,Greenwood,23720,0,9-17 Hinemoa Avenue- Normanhurst NSW,2076,aged care,,,,
Allity Assist,524,Henry Kendall,23721,0,Kalawarra Road- Wyoming NSW,2250,aged care,,,,
Allity Assist,524,Highwood Court,23743,0,359 Warrigal Road- Burwood VIC,3125,aged care,,,,
Allity Assist,524,Hillside,23727,0,177 Longwood Road- Heathfield SA,5153,aged care,,,,
Allity Assist,524,Hillside ILU,23753,0,Cricklewood Road- Adelaide SA,5159,aged care,,,,
Allity Assist,524,Hollly,23728,0,16-24 Penneys Hill Road- Hackham SA,5163,aged care,,,,
Allity Assist,524,Keperra Sancturay,23722,0,998 Samford Road- Keperra SA,4054,aged care,,,,
Allity Assist,524,Lexington,23745,0,18 Villa Road- Springvale VIC,3175,aged care,,,,
Allity Assist,524,Lilydale,23744,0,475 Swansea Road- Lilydale VIC,3140,aged care,,,,
Allity Assist,524,Little Parra,23729,0,24-28 Wayford Street- Elizabeth Vale SA,5112,aged care,,,,
Allity Assist,524,Marten,23730,0,110 Strathfield Terrace- Largs North SA,5016,aged care,,,,
Allity Assist,524,Medina Manor,23747,0,200A Smith Street- Thornbury VIC,3071,aged care,,,,
Allity Assist,524,Michael Manor,23661,0,200A Smith Street- Thornbury VIC,3071,aged care,,,,
Allity Assist,524,Montclaire,23746,0,18 Montclair Avenue-  Brighton VIC,3186,aged care,,,,
Allity Assist,524,Pendle Hill,23716,0,2 Wyena Road - Pendle Hill NSW,2145,aged care,,,,
Allity Assist,524,Princeton View,23748,0,29 Heathfield Road- Brighten East VIC,3187,aged care,,,,
Allity Assist,524,Readleaf Manor,23717,0,16 Flavelle Street- Concord NSW,2137,aged care,,,,
Allity Assist,524,Riddell Gardens,23749,0,Cnr of Riddlell Road & Spavin Drive VIC,3429,aged care,,,,
Allity Assist,524,Ridgehaven,23731,0,Gate 3 Hazel Grove- Ridgehaven SA,5097,aged care,,,,
Allity Assist,524,Riverwood,23719,0,990 Padman Drive- West Albury NSW,2640,aged care,,,,
Allity Assist,524,Rosemore,23718,0,18 Kingsgrove Road- Belmore NSW,2192,aged care,,,,
Allity Assist,524,Ross Robertson,23732,0,19 Cornhill Road- Victor Harbour SA,5211,aged care,,,,
Allity Assist,524,Smithfield,23733,0,1 Warooka Drive- Smithfield SA,5114,aged care,,,,
Allity Assist,524,Somerton Park,23734,0,Grainger Road- Somerton SA,5044,aged care,,,,
Allity Assist,524,Sylvan Woods,23723,0,500 Old Cleveland Road East QLD,4159,aged care,,,,
Allity Assist,524,Tannoch Brae,23750,0,120-130 Townsend Road- St Albans Park VIC,3219,aged care,,,,
Allity Assist,524,Templestowe ILU,23754,0,,,aged care,,,,
Allity Assist,524,Templestowe Manor,23751,0,410-418 Thompsons Road- Templestowe VIC,3107,aged care,,,,
Allity Assist,524,Trevi Court,23752,0,95 Bulla Road- Essendon VIC,3040,aged care,,,,
Allity Assist,524,Villa Serena,23724,0,2 Easthill Drive- Robina SA,4226,aged care,,,,
Allity Assist,524,Walkerville,23735,0,160 Walkerville Terrace- Walkerville SA,5081,aged care,,,,
Allworx BMS,502,Allworx office,21056,0,25 Solent Circuit- Baulkiem Hills NSW,2153,commercial,,,,
Allworx BMS,502,Hill Commercial - Verone Street Paddignton,23586,0,Verone Street Paddington,4064,commercial,,,,
Allworx BMS,502,Woolies,22121,0,,,retail,,,,
Allworx BMS,502,Woolworths Mandurah Central,22120,0,Smart St- Mandurah WA,6210,retail,,,,
AMP Capital Property Assistance Centre,251,1 Pacific Highway- North Sydney,12341,7772,1 Pacific Highway- North Sydney WA,2060,commercial,,,,
